feature_id,title,description,domain,geo_country,geo_state,age_min,age_max,data_practices,addictive_features,safety_controls,label,rationale,implicated_regs,risk_tags,source_seed,confidence_score,generation_timestamp
"GEN-0145","Gamified Achievement System","Points; badges; and levels to incentivize platform engagement","growth","USA","Texas","18","25","achievement_progress; engagement_metrics; competition_data","variable_rewards; gamification; social_pressure; social_competition; infinite_scroll","","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk; high_risk_feature","template_growth","0.87","2025-08-30T17:05:41.420489"
"GEN-0146","Automatic Data Deletion","Scheduled deletion of user data after specified retention periods","privacy","USA","California","16","18","retention_schedules; deletion_logs","variable_rewards; push_notifications; infinite_scroll; social_pressure","user_notification; recovery_period","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_privacy","0.9","2025-08-30T17:05:41.420505"
"GEN-0147","Personalized Study Feed","AI-curated educational content based on learning preferences and academic interests","recommendations","USA","Texas","18","25","time_spent_learning; quiz_results; educational_preferences","push_notifications; variable_rewards; infinite_scroll; social_pressure","time_limits; content_filtering","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk","template_recommendations","0.84","2025-08-30T17:05:41.420521"
"GEN-0148","Disappearing Messages","Time-limited messages that auto-delete after specified duration","messaging","Germany","None","18","25","message_metadata; deletion_logs","variable_rewards; push_notifications; social_pressure; infinite_scroll","screenshot_detection","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","addiction_risk","template_messaging","0.8","2025-08-30T17:05:41.420538"
"GEN-0149","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","Germany","None","18","25","settings_history; privacy_preferences","push_notifications; variable_rewards; infinite_scroll; social_pressure","clear_explanations; default_private_settings","Partially Compliant","Partial compliance: 1 violations mitigated by clear_explanations","EU","addiction_risk","template_privacy","0.86","2025-08-30T17:05:41.420556"
"GEN-0150","Disappearing Messages","Time-limited messages that auto-delete after specified duration","messaging","USA","California","16","18","message_metadata; deletion_logs","variable_rewards; push_notifications; social_pressure; infinite_scroll","screenshot_detection","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_messaging","0.81","2025-08-30T17:05:41.420573"
"GEN-0151","Gamified Achievement System","Points; badges; and levels to incentivize platform engagement","growth","USA","Florida","16","18","achievement_progress; engagement_metrics; competition_data","variable_rewards; gamification; social_pressure; social_competition; infinite_scroll","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk; high_risk_feature","template_growth","0.74","2025-08-30T17:05:41.420591"
"GEN-0152","Age-Gated Adult Content","Restricted live streaming categories requiring age verification","live_streaming","USA","Florida","16","18","content_preferences; age_verification_data","variable_rewards; social_pressure","strict_age_verification; content_warnings","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk","template_live_streaming","0.86","2025-08-30T17:05:41.420607"
"GEN-0153","Influencer Sponsored Content","Branded content promotion through creator partnerships with disclosure","advertising","USA","California","16","18","engagement_history; creator_preferences","social_influence; variable_rewards; push_notifications; social_pressure","sponsorship_disclosure","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_advertising","0.74","2025-08-30T17:05:41.420623"
"GEN-0154","Social Proof Metrics","Public display of likes; shares; and follower counts to drive engagement","growth","Germany","None","18","25","social_validation_data; engagement_metrics","variable_rewards; push_notifications; public_metrics; social_pressure; infinite_scroll; social_validation","hide_metrics_option","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","addiction_risk","template_growth","0.86","2025-08-30T17:05:41.420640"
"GEN-0155","Automatic Data Deletion","Scheduled deletion of user data after specified retention periods","privacy","USA","Florida","18","25","retention_schedules; deletion_logs","variable_rewards; push_notifications; infinite_scroll; social_pressure","user_notification; recovery_period","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards","US-FL","addiction_risk","template_privacy","0.82","2025-08-30T17:05:41.420656"
"GEN-0156","Virtual Gift Economy","In-app currency system for viewers to send virtual gifts to streamers","live_streaming","Germany","None","13","18","gifting_history; payment_info; spending_patterns","variable_rewards; social_status; push_notifications; social_pressure; virtual_economy","spending_limits; parental_controls","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","child_targeting; addiction_risk; high_risk_feature","template_live_streaming","0.8","2025-08-30T17:05:41.420673"
"GEN-0157","Location-Based Local Ads","Geo-targeted advertisements for local businesses and services","advertising","USA","Florida","18","25","visit_history; location_data; local_preferences","push_notifications; variable_rewards; social_pressure","location_controls","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards","US-FL","addiction_risk; privacy_risk","template_advertising","0.88","2025-08-30T17:05:41.420688"
"GEN-0158","Minor Direct Messaging","Private messaging system allowing communication with users under 18","messaging","France","None","16","18","contact_lists; message_content; conversation_history","push_notifications; variable_rewards; social_pressure; infinite_scroll","parental_oversight; message_filtering","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","minor_targeting; addiction_risk; high_risk_feature","template_messaging","0.82","2025-08-30T17:05:41.420705"
"GEN-0159","Minor Direct Messaging","Private messaging system allowing communication with users under 18","messaging","France","None","13","18","contact_lists; message_content; conversation_history","push_notifications; variable_rewards; social_pressure; infinite_scroll","parental_oversight; message_filtering","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","child_targeting; addiction_risk; high_risk_feature","template_messaging","0.92","2025-08-30T17:05:41.420722"
"GEN-0160","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","USA","Florida","16","18","browsing_behavior; demographic_data; purchase_history","push_notifications; social_pressure; targeted_advertising","ad_transparency","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: push_notifications","US-FL","minor_targeting; addiction_risk","template_advertising","0.89","2025-08-30T17:05:41.420739"
"GEN-0161","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","USA","Texas","14","17","settings_history; privacy_preferences","push_notifications; variable_rewards; infinite_scroll; social_pressure","clear_explanations; default_private_settings","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","minor_targeting; addiction_risk","template_privacy","0.94","2025-08-30T17:05:41.420755"
"GEN-0162","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","Germany","None","18","25","browsing_behavior; demographic_data; purchase_history","push_notifications; social_pressure; targeted_advertising","ad_transparency","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","addiction_risk","template_advertising","0.82","2025-08-30T17:05:41.420772"
"GEN-0163","Age-Gated Adult Content","Restricted live streaming categories requiring age verification","live_streaming","USA","Texas","18","25","content_preferences; age_verification_data","variable_rewards; social_pressure","strict_age_verification; content_warnings","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk","template_live_streaming","0.88","2025-08-30T17:05:41.420787"
"GEN-0164","Live Stream Discovery","Real-time promotion of live streams based on user interests and social connections","live_streaming","USA","California","18","25","interaction_patterns; live_viewing_history; creator_follows","live_notifications; push_notifications; social_pressure; fomo_triggers","age_verification","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","addiction_risk; high_risk_feature","template_live_streaming","0.84","2025-08-30T17:05:41.420804"
"GEN-0165","Disappearing Messages","Time-limited messages that auto-delete after specified duration","messaging","USA","Florida","14","17","message_metadata; deletion_logs","variable_rewards; push_notifications; social_pressure; infinite_scroll","screenshot_detection","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Missing parental consent for 14-15 age group; Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications and 1 other issues","US-FL","minor_targeting; addiction_risk","template_messaging","0.73","2025-08-30T17:05:41.420820"
"GEN-0166","Group Chat Creation","Feature allowing users to create and manage group conversations","messaging","USA","Florida","16","18","shared_content; admin_actions; group_membership","variable_rewards; group_dynamics; push_notifications; social_pressure; infinite_scroll","group_moderation; reporting_tools","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk","template_messaging","0.75","2025-08-30T17:05:41.420836"
"GEN-0167","Data Download Portal","User interface for requesting and downloading personal data archives","privacy","USA","California","18","25","download_history; data_access_logs","variable_rewards; social_pressure; infinite_scroll","secure_delivery; identity_verification","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","addiction_risk","template_privacy","0.9","2025-08-30T17:05:41.420889"
"GEN-0168","Influencer Sponsored Content","Branded content promotion through creator partnerships with disclosure","advertising","USA","Florida","18","25","engagement_history; creator_preferences","social_influence; variable_rewards; push_notifications; social_pressure","sponsorship_disclosure","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards","US-FL","addiction_risk","template_advertising","0.74","2025-08-30T17:05:41.420906"
"GEN-0169","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","USA","Illinois","18","25","settings_history; privacy_preferences","push_notifications; variable_rewards; infinite_scroll; social_pressure","clear_explanations; default_private_settings","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk","template_privacy","0.82","2025-08-30T17:05:41.420922"
"GEN-0170","Virtual Gift Economy","In-app currency system for viewers to send virtual gifts to streamers","live_streaming","USA","Illinois","18","25","gifting_history; payment_info; spending_patterns","variable_rewards; social_status; push_notifications; social_pressure; virtual_economy","spending_limits; parental_controls","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk; high_risk_feature","template_live_streaming","0.9","2025-08-30T17:05:41.420940"
"GEN-0171","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","USA","California","14","17","settings_history; privacy_preferences","push_notifications; variable_rewards; infinite_scroll; social_pressure","clear_explanations; default_private_settings","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_privacy","0.85","2025-08-30T17:05:41.420956"
"GEN-0172","Automatic Data Deletion","Scheduled deletion of user data after specified retention periods","privacy","USA","Texas","16","18","retention_schedules; deletion_logs","variable_rewards; push_notifications; infinite_scroll; social_pressure","user_notification; recovery_period","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","minor_targeting; addiction_risk","template_privacy","0.71","2025-08-30T17:05:41.420972"
"GEN-0173","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","USA","Texas","13","18","browsing_behavior; demographic_data; purchase_history","push_notifications; social_pressure; targeted_advertising","ad_transparency","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","child_targeting; addiction_risk","template_advertising","0.87","2025-08-30T17:05:41.420988"
"GEN-0174","Automatic Data Deletion","Scheduled deletion of user data after specified retention periods","privacy","Netherlands","None","16","18","retention_schedules; deletion_logs","variable_rewards; push_notifications; infinite_scroll; social_pressure","user_notification; recovery_period","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","minor_targeting; addiction_risk","template_privacy","0.83","2025-08-30T17:05:41.421005"
"GEN-0175","Cyberbullying Detection","Machine learning system to identify and prevent harassment and bullying","safety","USA","Florida","16","18","report_history; behavioral_patterns; comment_analysis","variable_rewards; push_notifications; social_pressure; infinite_scroll","counseling_resources; automatic_intervention","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk","template_safety","0.81","2025-08-30T17:05:41.421020"
"GEN-0176","Granular Privacy Controls","Detailed settings for controlling data sharing and profile visibility","privacy","USA","Florida","13","18","settings_history; privacy_preferences","push_notifications; variable_rewards; infinite_scroll; social_pressure","clear_explanations; default_private_settings","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Targets users under 14 (banned in Florida); Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications and 1 other issues","US-FL","child_targeting; addiction_risk","template_privacy","0.75","2025-08-30T17:05:41.421036"
"GEN-0177","Age-Gated Adult Content","Restricted live streaming categories requiring age verification","live_streaming","USA","Florida","18","25","content_preferences; age_verification_data","variable_rewards; social_pressure","strict_age_verification; content_warnings","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: variable_rewards","US-FL","addiction_risk","template_live_streaming","0.88","2025-08-30T17:05:41.421051"
"GEN-0178","Virtual Gift Economy","In-app currency system for viewers to send virtual gifts to streamers","live_streaming","USA","Florida","18","25","gifting_history; payment_info; spending_patterns","variable_rewards; social_status; push_notifications; social_pressure; virtual_economy","spending_limits; parental_controls","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: push_notifications; Uses addictive feature: variable_rewards; Uses addictive feature: virtual_economy","US-FL","addiction_risk; high_risk_feature","template_live_streaming","0.73","2025-08-30T17:05:41.421066"
"GEN-0179","Group Chat Creation","Feature allowing users to create and manage group conversations","messaging","France","None","14","17","shared_content; admin_actions; group_membership","variable_rewards; group_dynamics; push_notifications; social_pressure; infinite_scroll","group_moderation; reporting_tools","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","minor_targeting; addiction_risk","template_messaging","0.79","2025-08-30T17:05:41.421084"
"GEN-0180","Cyberbullying Detection","Machine learning system to identify and prevent harassment and bullying","safety","USA","California","16","18","report_history; behavioral_patterns; comment_analysis","variable_rewards; push_notifications; social_pressure; infinite_scroll","counseling_resources; automatic_intervention","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_safety","0.91","2025-08-30T17:05:41.421099"
"GEN-0181","Automatic Data Deletion","Scheduled deletion of user data after specified retention periods","privacy","Netherlands","None","16","18","retention_schedules; deletion_logs","variable_rewards; push_notifications; infinite_scroll; social_pressure","user_notification; recovery_period","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","minor_targeting; addiction_risk","template_privacy","0.76","2025-08-30T17:05:41.421115"
"GEN-0182","CSAM Detection System","AI-powered system for identifying and reporting child sexual abuse material","safety","USA","New York","13","18","report_logs; content_hashes; detection_metadata","variable_rewards; infinite_scroll; social_pressure","automated_reporting; human_review; law_enforcement_cooperation","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","child_targeting; addiction_risk","template_safety","0.73","2025-08-30T17:05:41.421131"
"GEN-0183","Friend Activity Feed","Real-time updates showing friends' activities; likes; and comments","recommendations","USA","New York","16","18","social_connections; friend_activity; interaction_history","variable_rewards; push_notifications; real_time_updates; social_pressure; infinite_scroll; social_validation","privacy_controls","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","minor_targeting; addiction_risk","template_recommendations","0.89","2025-08-30T17:05:41.421148"
"GEN-0184","Virtual Gift Economy","In-app currency system for viewers to send virtual gifts to streamers","live_streaming","Netherlands","None","16","18","gifting_history; payment_info; spending_patterns","variable_rewards; social_status; push_notifications; social_pressure; virtual_economy","spending_limits; parental_controls","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","minor_targeting; addiction_risk; high_risk_feature","template_live_streaming","0.83","2025-08-30T17:05:41.421165"
"GEN-0185","Location-Based Local Ads","Geo-targeted advertisements for local businesses and services","advertising","USA","New York","16","18","visit_history; location_data; local_preferences","push_notifications; variable_rewards; social_pressure","location_controls","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","minor_targeting; addiction_risk; privacy_risk","template_advertising","0.93","2025-08-30T17:05:41.421182"
"GEN-0186","Infinite Scroll for Shorts","Continuous video feed with infinite scrolling for seamless content discovery","recommendations","USA","Florida","13","18","engagement_patterns; device_info; viewing_history","variable_rewards; push_notifications; social_pressure; autoplay; infinite_scroll","","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Targets users under 14 (banned in Florida); Uses addictive feature: infinite_scroll; Uses addictive feature: autoplay and 2 other issues","US-FL","child_targeting; addiction_risk; high_risk_feature","template_recommendations","0.95","2025-08-30T17:05:41.421198"
"GEN-0187","Influencer Sponsored Content","Branded content promotion through creator partnerships with disclosure","advertising","USA","California","14","17","engagement_history; creator_preferences","social_influence; variable_rewards; push_notifications; social_pressure","sponsorship_disclosure","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_advertising","0.78","2025-08-30T17:05:41.421214"
"GEN-0188","Cyberbullying Detection","Machine learning system to identify and prevent harassment and bullying","safety","Netherlands","None","18","25","report_history; behavioral_patterns; comment_analysis","variable_rewards; push_notifications; social_pressure; infinite_scroll","counseling_resources; automatic_intervention","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","addiction_risk","template_safety","0.9","2025-08-30T17:05:41.421231"
"GEN-0189","Influencer Sponsored Content","Branded content promotion through creator partnerships with disclosure","advertising","USA","Illinois","18","25","engagement_history; creator_preferences","social_influence; variable_rewards; push_notifications; social_pressure","sponsorship_disclosure","Compliant","Feature meets all US Federal CSAM Reporting Requirements (18 U.S.C. §2258A) requirements","US-2258A","addiction_risk","template_advertising","0.72","2025-08-30T17:05:41.421247"
"GEN-0190","Contextual Product Placement","AI-driven product recommendations integrated naturally within video content","advertising","USA","California","14","17","browsing_behavior; demographic_data; purchase_history","push_notifications; social_pressure; targeted_advertising","ad_transparency","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_advertising","0.77","2025-08-30T17:05:41.421262"
"GEN-0191","Group Chat Creation","Feature allowing users to create and manage group conversations","messaging","France","None","18","25","shared_content; admin_actions; group_membership","variable_rewards; group_dynamics; push_notifications; social_pressure; infinite_scroll","group_moderation; reporting_tools","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","addiction_risk","template_messaging","0.87","2025-08-30T17:05:41.421280"
"GEN-0192","CSAM Detection System","AI-powered system for identifying and reporting child sexual abuse material","safety","USA","California","13","18","report_logs; content_hashes; detection_metadata","variable_rewards; infinite_scroll; social_pressure","automated_reporting; human_review; law_enforcement_cooperation","Compliant","Feature meets all California Protecting Our Kids from Social Media Addiction Act requirements","US-CA","child_targeting; addiction_risk","template_safety","0.87","2025-08-30T17:05:41.421295"
"GEN-0193","CSAM Detection System","AI-powered system for identifying and reporting child sexual abuse material","safety","USA","Florida","16","18","report_logs; content_hashes; detection_metadata","variable_rewards; infinite_scroll; social_pressure","automated_reporting; human_review; law_enforcement_cooperation","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Uses addictive feature: infinite_scroll; Uses addictive feature: variable_rewards","US-FL","minor_targeting; addiction_risk","template_safety","0.75","2025-08-30T17:05:41.421311"
"GEN-0194","Minor Direct Messaging","Private messaging system allowing communication with users under 18","messaging","USA","Florida","13","18","contact_lists; message_content; conversation_history","push_notifications; variable_rewards; social_pressure; infinite_scroll","parental_oversight; message_filtering","Non-Compliant","Violates Florida Online Protections for Minors (HB 3): Targets users under 14 (banned in Florida); Uses addictive feature: infinite_scroll; Uses addictive feature: push_notifications and 1 other issues","US-FL","child_targeting; addiction_risk; high_risk_feature","template_messaging","0.88","2025-08-30T17:05:41.421327"
"GEN-0195","Social Proof Metrics","Public display of likes; shares; and follower counts to drive engagement","growth","USA","California","14","17","social_validation_data; engagement_metrics","variable_rewards; push_notifications; public_metrics; social_pressure; infinite_scroll; social_validation","hide_metrics_option","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_growth","0.83","2025-08-30T17:05:41.421343"
"GEN-0196","Friend Activity Feed","Real-time updates showing friends' activities; likes; and comments","recommendations","USA","California","16","18","social_connections; friend_activity; interaction_history","variable_rewards; push_notifications; real_time_updates; social_pressure; infinite_scroll; social_validation","privacy_controls","Non-Compliant","Violates California Protecting Our Kids from Social Media Addiction Act: Algorithmic features without proper user controls","US-CA","minor_targeting; addiction_risk","template_recommendations","0.74","2025-08-30T17:05:41.421360"
"GEN-0197","Personalized Study Feed","AI-curated educational content based on learning preferences and academic interests","recommendations","Netherlands","None","13","18","time_spent_learning; quiz_results; educational_preferences","push_notifications; variable_rewards; infinite_scroll; social_pressure","time_limits; content_filtering","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","child_targeting; addiction_risk","template_recommendations","0.9","2025-08-30T17:05:41.421377"
"GEN-0198","Influencer Sponsored Content","Branded content promotion through creator partnerships with disclosure","advertising","Netherlands","None","13","18","engagement_history; creator_preferences","social_influence; variable_rewards; push_notifications; social_pressure","sponsorship_disclosure","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","child_targeting; addiction_risk","template_advertising","0.87","2025-08-30T17:05:41.421393"
"GEN-0199","CSAM Detection System","AI-powered system for identifying and reporting child sexual abuse material","safety","Netherlands","None","16","18","report_logs; content_hashes; detection_metadata","variable_rewards; infinite_scroll; social_pressure","automated_reporting; human_review; law_enforcement_cooperation","Non-Compliant","Violates EU Digital Services Act (DSA): Recommender systems without transparency/control options","EU","minor_targeting; addiction_risk","template_safety","0.84","2025-08-30T17:05:41.421410"
